id,title,predicted_category,confidence
116647,12月的勇士怎麼了？Curry才是勇士交易大限被迫動作的主因？,球隊分析,0.9597
117693,NBA》已獲得回報的交易 勇士從Jimmy Butler身上獲得了什麼？,球隊分析,0.9596
118911,《2025 NBA Playoffs》邁阿密熱火—從不被看好的Underdog到找回優勢的Button,球隊分析,0.9596
108476,《2023-24 RegBulls》Game19：季中錦標塞得壯猛臉都綠了,賽事戰報,0.9594
114509,NBA》往偉大邁進的下一步 Anthony Edwards仍須進步的缺陷,球員焦點,0.9591
116752,NBA》放下固執走更遠 Tom Thibodeau必須加深的輪值名單,球隊分析,0.9591
109013,【公鹿隊賽後分析】歡迎回家，冠軍,賽事戰報,0.959
112155,NBA》擁有健康後的無解兵器 塞爾提克帶給獨行俠的四大KP難題,球員焦點,0.9588
117837,《2024-25 芝加哥公牛例行賽戰報》G57 太陽戰以及交易大限感想,賽事戰報,0.9588
117663,《從士官長轉銜勇士的Butler 》你各位，想當年吾少也賤,球員焦點,0.9587
107268,《2023-24開季分析》奧克拉荷馬雷霆——迷宮的十字路口,球隊分析,0.9587
113508,【奧運速寫】Curry狀態不佳 沒有Embiid的美國隊......更強了？,賽事戰報,0.9587
111191,NBA》歷史重演還是曇花一現？ 塞爾提克尚未面臨的挑戰與命運,球隊分析,0.9583
116011,NBA》不該被忽視的競爭力 騎士如何進化成爭冠競爭者？,球隊分析,0.9583
108655,低調的王牌？Derrick White再次全面進化！,球員焦點,0.9581
112518,NBA》在市場低點的機會 Darius Garland三大潛在新東家,球隊分析,0.9581
107748,按部就班尋求成功 Scoot Henderson的後勤支援系統,球員焦點,0.958
119792,季後賽放大的缺點—金州勇士暑假作業,球隊分析,0.958
116659,兩隊主將皆缺陣，Wiggins一肩扛起帶隊責任,賽事戰報,0.9579
109995,從天選之子到NBA史無前例的四萬分里程碑：LeBron James生涯二十一載的進化軌跡,球員焦點,0.9578
117781,Dončić回歸老東家獻全能表現 湖人力克小牛取勝,賽事戰報,0.9578
117370,【NBA2024-25】已是東區第一仍不滿足，De'Andre Hunter交易轉戰騎士之簡評,球隊分析,0.9575
119249,《事與願違》從頂級天賦變成防守工兵 Kris Dunn的生存之道,球員焦點,0.9574
105690,《舊將何在？》籃網—Brook Lopez：Route to Splash Mountain,球員焦點,0.9573
111478,NBA》風格決定戰局 塞爾提克的多重選擇題,球隊分析,0.9573
106840,《2023-24關鍵角色》底特律活塞—Cade Cunningham,球員焦點,0.9572
110046,【勇士週報-10】終於全員健康...了嗎？,球隊分析,0.9571
117391,我大飆哥復出後，湖人還沒輸過！——Jarred Vanderbilt對湖人的關鍵影響,球員焦點,0.957
116039,《2024-25 芝加哥公牛例行賽戰報》G18 輕裝化灰熊與公牛名將二代攜手獲勝,賽事戰報,0.957
105849,北境的驕傲-多倫多暴龍隊史最佳五人,球員焦點,0.9569
109675,決定性的進步 Scottie Barnes跳投帶來的周邊效應,球員焦點,0.9569
110152,「無差別位置籃球」實驗告急 太陽或許需要的是控球後衛？,球員焦點,0.9569
110826,NBA》「流量密碼」勇士湖人可能的附加賽大戰？第三種子公鹿、灰狼遇大敵？季後賽種子序的重大焦點,賽事戰報,0.9569
104554,有CP3的二陣效益—Trayce-Jackson Davis 能在勇士輪替打出一片天嗎？,球員焦點,0.9568
114141,《2024-25 X-Factor》波特蘭拓荒者——Shaedon Sharpe 的成長，將決定球隊上限,球員焦點,0.9568
119953,NBA》穩定也是種超能力 SGA是現代籃球的無解存在嗎？,球員焦點,0.9568
109855,拯救賽季的救命稻草 勇士買斷市場的三個潛在目標,球隊分析,0.9568
105188,降維打擊？七名超越夏季聯賽層級的二年級生,球員焦點,0.9567
119664,曾經全能也被認為是「高薪低能」！快艇的法國奇兵 — Nicolas Batum,球員焦點,0.9567
117825,【NBA2024-25】萬用LeBron James輪轉五小攻防，沒有中鋒也有高強度的湖人如何把玩勝利,球隊分析,0.9567
117167,24-25 拓荒者：漸具雛型,球隊分析,0.9566
116338,《綠軍戰報》：缺兵少將，但團隊依然堅實。,賽事戰報,0.9566
119574,NBA》三種菁英模板發展方向 Cooper Flagg所造就的想像力,球員焦點,0.9564
110149,灰狼頂尖防守能走多遠？ 歷史樣本的趨勢預測,球隊分析,0.9564
111475,雷霆G2心得：休賽季急需第四星？,賽事戰報,0.9564
113575,2024巴黎奧運》下個層次的進化 Wemby如何在奧運驚艷世界？,球員焦點,0.9563
119615,NBA》完美著陸點 Westbrook在丹佛蛻變的自我,球員焦點,0.9562
109085,【春少說球】爵士到底在強哪一國的？會不會影響季中交易？,球隊分析,0.9562
118806,【NBA24-25:季後賽】公鹿溜馬相殺預測，組織核心運轉效能的復仇之戰,球隊分析,0.9562
108196,成為球隊潤滑劑 Nicolas Batum會是七六人爭冠的最後拼圖嗎？,球員焦點,0.956
114222,NBA》需在Jokic羽翼下生存 Jamal Murray被證明的缺陷,球員焦點,0.956
104231,寫在總冠軍戰之後的一些感想-Jimmy Butler,球員焦點,0.9559
116459,《依舊強勢的最佳防守球員》-不讓Wemby和AD一枝獨秀的Jaren Jackson Jr,球員焦點,0.9559
116229,NBA》從低潮中走出 Darius Garland是如何擺脫上季陰霾的？,球隊分析,0.9559
110625,【勇士週報-12】即將面臨附加賽的挑戰,球隊分析,0.9558
115769,《2024-25 芝加哥公牛例行賽戰報》G11 兩邊灌籃都放槍克里夫蘭騎士險勝繼續保持不敗,賽事戰報,0.9558
111409,《2024 NBA季後賽第二輪分析》克里夫蘭騎士——迎向賽季的尾聲,球隊分析,0.9557
108554,新生代沙城大鎖 —— Keegan Murray,球員焦點,0.9556
108739,【勇士週報-6】四爺歸隊＆接班梯隊,球隊分析,0.9556
109188,【春少說球】季中交易勇士到底有沒有解？又需不需要解？,球隊分析,0.9556
111236,Doc Rivers再一次的季後賽3-1？溜馬公鹿G5淺談,賽事戰報,0.9555
104254,NBA「史上最強第六人」Lou Williams 高掛球鞋！他如何擁抱替補角色？,球員焦點,0.9554
107855,在怪物雲集的 NBA 該如何生存？P.J. Tucker 的求生之道,球員焦點,0.9554
110072,來追逐我的三分紀錄吧！Stephen Curry如何幫助Donte DiVincenzo成為聯盟頂級射手,球員焦點,0.9554
107188,2023-24賽季最後前瞻！塞爾提克球員熱身賽表現大評比,球員焦點,0.9553
110115,NBA選秀初探：Yves Missi,球員焦點,0.9553
107415,外線期望值提升 太陽克服的底角難關,球隊分析,0.9553
106317,絕不平靜的休賽季—勇士來季展望,球隊分析,0.9552
107151,【2023-24 NBA賽季初探】丹佛金塊 - 衛冕之路正式開啟,球隊分析,0.9552
105948,《聖城櫻木》— Jeremy Sochan技術觀察簡評,球員焦點,0.9551
104600,奪冠後的延續 金塊連霸的操作可能性,球隊分析,0.9551
108271,《2023-24鵜鶘月報》-傷病持續，中規中矩的開季但逐漸加溫,球隊分析,0.9551
107449,「新同學」加溫  太陽扳倒勇士搶開幕戰勝利,賽事戰報,0.9549
109652,《2023-24鵜鶘月報》-另類的進步，終於度過魔鬼賽程,球隊分析,0.9548
104130,漂泊13隊後的回報 Ish Smith的長壽生涯,球員焦點,0.9547
105191,二輪下的掏寶？ 需要耐心等候的Emoni Bates,球員焦點,0.9546
105403,令人垂涎的天賦 Ausar Thompson能否改變活塞命運？,球員焦點,0.9546
111943,《小鐵如擬》需要「找回」戰力？  Karl-Anthony Towns的定位與考驗,球員焦點,0.9546
115751,NBA》找到解放的方法 RJ Barrett的重生與進化,球員焦點,0.9545
118156,【2024-25戰報】最熟悉的陌生人：不再旗鼓相當的塞爾提克與熱火,球隊分析,0.9545
119173,《2025 NBA Playoff》例行賽4勝橫掃尼克！傷3將的塞爾提克能輕鬆過關？,球隊分析,0.9545
116019,《2024-25 芝加哥公牛例行賽戰報》G17 老鷹遭到公牛三分與火鍋夾擊輸球,賽事戰報,0.9545
108319,用數據來說話 巫師該如何養成Bilal Coulibaly？,球員焦點,0.9544
115469,NBA》美國隊雙塔的各自課題 Bam與AD要如何從三分球幫助球隊？,球員焦點,0.9541
113711,差點淪為「巴黎慘案」，美國隊驚濤駭浪中晉級金牌戰！,賽事戰報,0.954
107699,成為新世代的「閃電俠」——Anthony Edwards 還差了多少步？,球員焦點,0.9539
107818,完美接班Al Horford？ Kristaps Porzingis的成功契合,球員焦點,0.9539
108123,在583天之後｜Miles Bridges,球員焦點,0.9539
105601,沙礫淘寶記——騎士夏季聯賽隊的優秀成員,球隊分析,0.9539
108884,能否複製他人的成功？ Anthony Edwards成為超巨與爭冠的渠道,球員焦點,0.9538
116024,新時代的窮人版羅德曼  Moussa Diabate與夏洛特的籃板秘密,球員焦點,0.9538
108721,【春少說球】國王和Domantas Sabonis的必經之路,球隊分析,0.9537
110985,《綠血烏邦圖》世仇相遇卻已物是人非 - 波士頓塞爾提克首輪對戰分析,球隊分析,0.9537
116216,魔法不再，Haliburton是如何變回麻瓜的？,球隊分析,0.9536
112416,雷霆球季回顧Part 3 | Jalen | Chet | Jaylin | Luguentz | Josh | Shai,球員焦點,0.9534
115169,NBA》時代評估的岔路 Jimmy Butler與熱火的微妙關係,球員焦點,0.9534
112877,NBA》複製冠軍的點子？ 雷霆休賽季操盤的藍圖與企圖,球隊分析,0.9534
107344,拓荒者開季球員分析：後Lillard世代,球員焦點,0.9533
106579,《2023-24開季分析》休士頓火箭——黎明的夜總是最黑的,球隊分析,0.9531
113863,對的計畫、對的人，只是出現傷病的時間裂縫─Gordon Hayward,球員焦點,0.953
116358,Isaiah Hartenstein把雷霆隊灌進NBA Cup決賽｜雷霆工事中#30,球員焦點,0.953
112555,NBA》王朝走向盡頭？ 勇士的遲暮與未來,球隊分析,0.953
106410,三甲不入-美國隊先發Jaren Jackson Jr應要負上所有責任嗎？,球員焦點,0.9529
108916,雷霆工事中#9－聊聊雷霆隊上兩位塞爾維亞籍球員Aleksej Pokusevski、Vasilije Micic,球員焦點,0.9529
110260,雷霆工事中#14－SGA與Joker的MVP冷戰爭,球員焦點,0.9529
113136,《120%符合需求的拼圖：Gary Trent Jr加盟公鹿》,球員焦點,0.9529
113738,《2024巴黎奧運》塞爾維亞藏招不敵Kerr見招拆招！Curry發威還是其次 防守才是美國逆轉勝的主因,賽事戰報,0.9529
107946,持球陣痛期 Austin Reaves一二線的角色轉換,球員焦點,0.9527
116711,NBA》尚未兌現的樂透 Scoot Henderson有機會重新證明自己嗎？,球員焦點,0.9527
109702,NBA活塞太陽賽前爆衝突 警方將介入調查,賽事戰報,0.9527
107474,提升下個層級的技巧 LaMelo Ball該磨練的下一招？,球員焦點,0.9526
116998,沒有Anthony Davis的比賽四勝一敗，但湖人的現況卻不樂觀,球隊分析,0.9525
117148,NBA》值得更多上場時間 Cameron Payne能成為尼克的X因子,球員焦點,0.9524
116614,連勝西區強權 - 騎士背靠背硬仗展現聯盟第一實力,賽事戰報,0.9524
106891,從落選到一時之選，Luguentz Dort與他心中的那把火,球員焦點,0.9523
119338,NBA》洛杉磯快艇最難熬的並非淘汰出局，而是未解的過渡期,球隊分析,0.9523
108008,《2023-24 RegBulls》Game13：隔日再戰但劇本重現的魔術,賽事戰報,0.9523
118818,《2025 NBA 附加賽》魔術擊敗老鷹晉級季後賽！,賽事戰報,0.9523
105190,從傷病回歸的大物新人 Chet Holmgren夏季聯賽啟示錄,球員焦點,0.9522
109167,【人物誌】最完美的角色球員—P.J. Tucker,球員焦點,0.9522
110833,《2024 NBA季後賽分析》奧蘭多魔術——防守帶來奇蹟,球隊分析,0.9522
110061,LeBron James正式突破4萬分，湖人緊咬安全名單,球員焦點,0.9521
104729,樂極生悲的絆腳石 灰熊爭冠計畫是否暫緩？,球隊分析,0.9521
105901,威爾森狂砍53分追平WNBA單場最高得分！ 主帥哈蒙：我不知道她是什麼樣的生物,賽事戰報,0.9521
105297,運用夏季聯賽展示武力 Jabari Smith Jr.的全面進化,球員焦點,0.952
108158,【春少說球】LeBron James正在突破極限的路上越走越遠,球員焦點,0.952
109529,「我喜歡紐約，但我更想上場打球！」非典型的歐洲後衛-Evan Fournier,球員焦點,0.9519
111562,NBA》或許能成為解答 T.J. McConnell為何是溜馬的X因子？,球員焦點,0.9519
108512,即將面臨抉擇的時刻 拓荒者的兩難考驗,球隊分析,0.9519
116758,雷霆隊在Game of the Year輸球｜雷霆一下下#7,賽事戰報,0.9519
105776,蒙特內哥羅的巨塔，低調卻不能被忽視的「白魔獸」！Nikola Vučević,球員焦點,0.9518
111136,NBA》離開勇士後輸多贏少 KD的季後賽運氣用完了嗎？,球員焦點,0.9518
110383,NBA》逐漸成為想像中的模樣 鵜鶘找到100%的Zion了嗎？,球員焦點,0.9517
115122,不想打中鋒，卻在 NBA 打了18年的中鋒：Al Horford,球員焦點,0.9517
115985,新人崛起與傷病挑戰：騎士替補們的生涯年,球員焦點,0.9517
111949,《2024 Playoffs》灰狼 VS. 獨行俠G4──看看誰比較會繞掩護,賽事戰報,0.9517
107472,才剛撕開的天賦表面 Keegan Murray逐漸打磨成形的閃耀,球員焦點,0.9516
116508,奧蘭多魔術就是 NBA 現階段最團結的「鬥士」團隊！,球隊分析,0.9516
115960,【公鹿隊賽後分析】慢慢來，比較快,賽事戰報,0.9516
116934,【NBA速記】山與山的對決 防守紀律贏下比賽 馬刺vs灰熊,賽事戰報,0.9516
108192,從選秀之星到聯盟流浪者，Alec Burks 的傷病、挫折與重生,球員焦點,0.9515
110673,【豬籠草上飛】熟悉的老八最對味？Jimmy Butler極限威能準備啟動！,球員焦點,0.9515
115304,NBA》尷尬的肥皂劇 Brandon Ingram與鵜鶘的現實矛盾,球員焦點,0.9515
115644,NBA》成為王牌還是角色球員？ Amen Thompson與火箭的直接命運,球員焦點,0.9515
117309,【NBA2024-25】De'Aaron Fox降臨聖安東尼奧馬刺首亮相，繳好表現卻險遭老鷹翻天覆地,賽事戰報,0.9514
107240,《2023-24開季分析》華盛頓巫師—新的起跑點。,球隊分析,0.9513
115689,《2024-25 芝加哥公牛例行賽戰報》G8 達拉斯小牛抓準本季失誤毛病痛擊,賽事戰報,0.9513
107456,【2023-24 NBA賽季初探】金州勇士 - 老船長駛向灣區，勇士王朝的新篇章？,球隊分析,0.9512
112698,《是姚明還是Boban Marjanovic？》-巨人Zach Edey周志豪全面分析,球員焦點,0.9511
117629,始終如一的穩—SGA,球員焦點,0.9511
115503,看來Steve Kerr要頭痛了——勇士深不見底的輪替陣容,球隊分析,0.9511
119352,《2025 NBA Playoffs》金塊雷霆 G1 review - 那個從裡到外都能絕殺的男人,賽事戰報,0.9511
105321,尚未結束的里程碑 LeBron James十個能在生涯結束前追逐的目標,球員焦點,0.951
76274,Luka Doncic怎麼了？三分球、籃板、防守，獨行俠不可不知的3件事,球隊分析,0.951
104670,【Griz Note】灰熊2023休季操作-持續延長的時間線,球隊分析,0.9509
111802,《2024 Playoffs》灰狼 VS. 獨行俠G1──打不破的鐵桶,賽事戰報,0.9509
115395,馬刺開幕戰前：Wemby與CP3，帶隊挑戰上季西區冠軍,球員焦點,0.9508
111577,《2024 NBA 東區冠軍賽分析》波士頓塞爾提克––當2把最鋒利的矛對戳…,球隊分析,0.9508
118852,《2025 NBA 附加賽》熱火變陣以待連續第三年附加賽痛擊公牛,賽事戰報,0.9508
106760,潛在的爆發 三名值得期待的年輕新星,球員焦點,0.9507
117163,曾經接近Air Canada領空的噴射機 - Terrence Ross,球員焦點,0.9507
107805,【勇士週報-2】空間竟然會是三分大隊的問題,球隊分析,0.9507
111131,《2024季後賽》灰狼的反咬-從例行賽的0比3到季後賽的3比0,賽事戰報,0.9507
110066,迷失自我後的重新救贖 - Kristaps Porzingis,球員焦點,0.9506
106821,《2023-24關鍵角色》印第安納溜馬隊 — Bennedict Mathurin,球員焦點,0.9504
111230,NBA》從沒有上場時間，到獲得全部的上場時間！紐約尼克的後場大鎖 Miles McBride,球員焦點,0.9504
116114,NBA》讓彼此更加進化 CP3和Wemby如何帶來籃球革命？,球員焦點,0.9504
106888,《2023-24開季分析》波士頓塞爾提克——擺脫兄弟籃球的最後奪冠期,球隊分析,0.9504
110822,【NBA附加賽分析】老對手再相遇，勇士能否挺進季後賽,球隊分析,0.9503
110771,NBA》角逐冠軍的潛力 不該因年紀打折扣的雷霆,球隊分析,0.9502
111664,NBA》四屆DPOY也無用？ Nikola Jokic為何會成為Gobert夢魘？,球員焦點,0.9501
119573,NBA》混亂的美學 溜馬是如何在季後賽逆襲成功的？,球員焦點,0.9501
105569,不該被外在因素阻擋 鵜鶘的競爭潛力,球隊分析,0.9501
107442,《2023-24開季分析》夏洛特黃蜂——遺失的步伐,球隊分析,0.9501
115640,《2024-25 NBA 專題》我好奇他會打怎樣的球員：季初毒奶五人組,球員焦點,0.95
109404,成為爵士的攻擊先鋒 Collin Sexton被低估的價值,球員焦點,0.9499
115418,NBA》吃力不討好的定位 DLO位處的尷尬情境,球員焦點,0.9499
117603,《Dao此一遊》 上海殺神 無敵小胖 ⎯⎯⎯ Kenneth Wayne Lofton Jr.,球員焦點,0.9498
111407,NBA》「季後賽假日哥」真有其事？ Jrue Holiday在投籃之外的正面效益,球員焦點,0.9497
117454,"恭喜杜蘭特突破30,000分大關",球員焦點,0.9497
117734,NBA》完美的復活時間點 Gabe Vincent兌現的湖人支票,球員焦點,0.9497
116546,NBA》難以撼動的龍頭 騎士佔據聯盟第一的四大關鍵,球隊分析,0.9497
110528,從落選打到樂透區！在 NCAA 繳出驚人數據的加拿大巨人 - Zach Edey,球員焦點,0.9496
105323,重新起步的篇章 Jordan Poole能否於首都找回一片天？,球員焦點,0.9495
107221,邁入NBA生涯第21季 詹皇真的老了嗎？,球員焦點,0.9495
110641,NBA》宣布投入選秀的下一步 Bronny James會有什麼樣的未來？,球員焦點,0.9495
114246,NBA》第二年的大躍進？ Amen Thompson會成為火箭提升競爭力的關鍵嗎？,球員焦點,0.9495
117584,NBA》重新崛起的狂野軍團 灰熊復活四大關鍵,球隊分析,0.9495
105550,《綠血烏邦圖》Jayson Tatum 成為巨星的最後一哩路 - 2022-23球員賽季回顧,球員焦點,0.9494
108188,高效武器再現 Duncan Robinson是如何找回信心與準心的？,球員焦點,0.9494
110587,《小鐵如擬》從綠衫子弟到史上唯二的「世仇冠軍」  Rajon Rondo的生涯完結,球員焦點,0.9494
118289,最後的機會沒有把握住：Cam Reddish的遊魂,球員焦點,0.9494
108877,Luka Doncic：走在名為 MVP 的道路上,球員焦點,0.9493
109216,《NBA明星賽2024》東區替補名單之不負責任預測,球員焦點,0.9493
111006,《2024 NBA季後賽分析》印第安那溜馬：衝擊季後賽的決心,球員焦點,0.9493
107251,新球季隊伍哉問—黃蜂的地板與天花板,球隊分析,0.9493
110751,《2024 NBA季後賽分析》達拉斯小牛——初生之犢的破船挑戰,球隊分析,0.9493
108584,高原英雄傳：旋風瑞士刀——Bruce Brown,球員焦點,0.949
111705,2024 NBA靠季後賽洗刷汙名的3大球員,球員焦點,0.949
112231,雷霆球季回顧Part 2 | Ketontae | Bismack | Adam | Ousmane | Lindy | Isaiah,球員焦點,0.949
113215,NBA》場下政治問題還是實力問題？ 美國隊選擇White而非Brown的原因,球員焦點,0.949
116163,強力防守回到競爭行列，談金州勇士升級的團隊防守,球隊分析,0.949
109699,《2023-24 RegBulls》上半季收尾 G52-55 的客場之旅跟雙塔陣容,賽事戰報,0.949
109644,數據不好看又如何？ Josh Green的先發生存之道,球員焦點,0.9489
116678,『KLin 季中雜談』- 傷病陰影與輪替難題：76人能夠找回競爭力嗎？,球員焦點,0.9488
116079,NBA》耐心還是當機？ 76人能再度翻轉賽季嗎？,球隊分析,0.9487
109938,被看破手腳還是學習曲線？ Deandre Ayton會是拓荒者的長期解答嗎？,球員焦點,0.9486
116537,【豬籠草上飛】Pat Riley罕見聲明駁斥，再論Jimmy Butler的去留問題,交易與簽約,0.9485
109940,NBA選秀初探：Kyle Filipowski,球員焦點,0.9485
116463,NBA》末節37-8完成驚天逆轉！魔術克服逆境澆熄熱火,賽事戰報,0.9485
107994,休賽季關鍵補強 Dennis Schroder帶給暴龍的強心針,球員焦點,0.9484
109508,增加不可取代性 Jonathan Kuminga的短期爆發因子,球員焦點,0.9484
109423,能挑戰 GOAT 的，是 Wemby 還是 Luka？：25 歲未滿之 25 名新星（下）,球員焦點,0.9483
110726,提姆．「石佛」．鄧肯：Duncan的武器庫（三）,球員焦點,0.9483
116753,NBA》湖人的押注新方向 Austin Reaves才是真正的控球真除嗎？,球員焦點,0.9483
116242,SGA實戰練投三分球｜雷霆工事中#29,球員焦點,0.9482
108364,《2023-24 RegBulls》Game18：不同過程一樣肚籃網然的結果,賽事戰報,0.9482
116393,NBA》重新拉回正軌 Lillard能幫助公鹿扭轉賽季嗎？,球員焦點,0.9481
116228,【公鹿隊週報4】名副其實的炸魚天尊,球隊分析,0.9481
117626,從湖人「吸血鬼」到金塊最佳補強！Russell Westbrook 如何翻轉評價？,球員焦點,0.9479
108559,【真正的犧牲】Russell Westbrook 擁抱自己在球隊的新角色,球員焦點,0.9478
110508,NBA 2023-24 賽季有哪些球員表現未如理想呢？,球員焦點,0.9478
108055,睽違1300天的連勝之旅—奧克拉荷馬雷霆週報（4）,賽事戰報,0.9478
110517,【2024 NBA選秀初探】亞洲後衛的新希望，富永啓生艱辛卻非無望的NBA之路,球員焦點,0.9477
108790,《2023-24鵜鶘月報》-全員回歸齊心協力，重現頂尖防守,球隊分析,0.9477
105652,一翻兩瞪眼 五名面臨生涯關鍵時刻的球員,球員焦點,0.9476
109182,【公鹿隊賽後分析】Damian Lillard 的表現，該值得全明星先發,球員焦點,0.9476
111537,NBA》陷入投籃低谷 塞爾提克的Tatum隱憂,球員焦點,0.9476
111158,【春少大哉問】Paolo Banchero和Franz Wagner誰是魔術一哥？,球隊分析,0.9476
111299,NBA》走向黃昏的舊世代巨星 誰會是NBA門面的後浪？,賽事戰報,0.9476
108492,7呎太陽核心作用 Embiid的沈默與二次爆發,球員焦點,0.9475
110150,最不受關注的進化 陰影之下的Brandon Miller,球員焦點,0.9475
105244,《2023-24 Preview》金州勇士—老將軍團尚有油，期盼新兵頂上來,球隊分析,0.9475
111308,NBA》Donovan Mitchell獨木難支  魔術「天龍陣」鎖勝逼入第七戰,賽事戰報,0.9474
109079,挫折中的奮起 — MarJon Beauchamp,球員焦點,0.9473
107899,從吸收到綻放連勝 火箭的升空時速,球隊分析,0.9473
104505,《峰嶺隨筆》被高估也被低估：不管美國隊或湖人，Austin Reaves都是萬能瑞士刀！,球員焦點,0.9472
112117,雷霆球季回顧Part 1 | Mike | Kenrich | Gordon | Olivier | Cason | Aaron,球員焦點,0.9472
114223,NBA》奧運金牌洗禮下的改變 Devin Booker會如何幫助太陽進化？,球員焦點,0.9472
115661,《事與願違》 生不逢時的逆時中鋒 低位怪物Jahlil Okafor的殞落,球員焦點,0.9472
109694,NBA下半季預測：曾經掙扎如今將角逐分區龍頭,球隊分析,0.9472
105862,《王牌天花板》Cade Cunningham & Paolo Banchero 技術觀察簡評,球員焦點,0.9471
105818,《綠血烏邦圖》Derrick White 波士頓的無名英雄 - 2022-23賽季回顧,球員焦點,0.947
104644,《2022~2023賽季回顧》：季後賽以上，總冠軍未滿，再次雲霄飛車般的塞爾提克(上),球隊分析,0.947
111201,《2024 NBA 季後賽第二輪分析》達拉斯獨行俠——新生代巨星對決,球隊分析,0.947
110019,NBA選秀初探：Donovan Clingan,球員焦點,0.9469
105405,做自己才能解放 Vasilije Micic若要在 NBA取得成功的假想,球員焦點,0.9468
110718,《2024NBA附加賽》邁阿密熱火—陷入相同困境，能否再創奇蹟？,球員焦點,0.9468
108696,成長陣痛期還是停滯不前？ Jalen Green在新體系下的「雞蛋」問題,球員焦點,0.9466
119303,"萬事俱備,只欠一個大心臟球星的火箭!",球隊分析,0.9466
119630,NBA》歷史罕見的逆襲 溜馬所翻轉的球季紀錄,球隊分析,0.9466
115642,NBA》運氣還是真實力 Tyrese Haliburton與需證明自己的溜馬隊,球員焦點,0.9465
104382,【2023暴龍選秀簡評】真男人降臨！,球員焦點,0.9464
111316,【春少大哉問】七六人出局，Joel Embiid到底還欠缺什麼？,球員焦點,0.9464
104213,大破大立的前哨戰，淺談巫師與Beal的近況,球隊分析,0.9464
108822,仍有機會競爭新人王？ Scoot Henderson親手鑿開的可能,球員焦點,0.9461
115118,《2024-25 NBA開季分析》洛杉磯湖人—饗宴能否成功？好萊塢換廚師不換食材,球員焦點,0.9461
115908,斬斷騎士不敗金身 塞爾提克攻防逐漸步上正軌,賽事戰報,0.9461
107101,Chet Holmgren 能否成為奧克拉荷馬雷霆隊新賽季第二套體系?,球員焦點,0.946
115082,NBA》重整後新紀元 Ja Morant帶給灰熊的希望天秤,球員焦點,0.946
104253,雷霆首輪籤選秀速談（2023年）,球員焦點,0.9459
110015,全能前鋒變成頂級射手，釋出球權的 Paul George 這次能帶快艇走多遠？,球員焦點,0.9459
117566,《事與願違》連續致命錯置，如何導致高天賦Derrick Williams養壞成不三不四的失敗鋒線？,球員焦點,0.9459
111592,失序、混亂的天王山之戰，淺談溜馬尼克G5,賽事戰報,0.9459
111990,從歐洲巨星到大齡新秀！被譽為 NBA 外最強球員的 Vasilije Micić 能否複製輝煌？,球員焦點,0.9458
112320,選秀被錯過、交易被當備案！獨行俠最美麗的「巧合」- Daniel Gafford,球員焦點,0.9458
110433,NBA》沒有因王牌倒下而放棄 火箭的逆風航道關鍵人物,球員焦點,0.9457
115600,NBA》想像還是真實的可能 與天賦漸行漸遠的Zion,球員焦點,0.9456
105026,《綠血烏邦圖》雙J拆不拆？J.Brown的歷史最大合約與塞爾提克的未來,球員焦點,0.9455
119140,NBA》連上帝都懼怕的實力？ Kawhi Leonard帶給丹佛的夢魘,球員焦點,0.9455
114328,《2024-25 NBA X-Factor》奧蘭多魔術——不只有防守的Jalen Suggs,球員焦點,0.9454
107232,《2023-24開季分析》亞特蘭大老鷹—不再只是Trae Young而已,球隊分析,0.9454
107312,《綠血烏邦圖》波士頓塞爾提克 vs 紐約尼克 熱身賽觀察,賽事戰報,0.9453
113507,《巴黎奧運》變陣「雪恥」  美國男籃擊敗南蘇丹闖八強,賽事戰報,0.9452
104147,待我歸來之日，就是球隊封王之時！Jamal Murray 的浴火重生之路,球員焦點,0.9451
105646,【NBA】公牛二三事：夏季聯盟賽後與最後一張雙向合約的歸屬 (中),球員焦點,0.9451
109316,Los Angeles Clippers 季中分析：關於 James Harden 基礎與進階數據之觀察,球員焦點,0.9451
111426,NBA》塞爾提克又双叒輸掉G2，防守失靈的關鍵其實是進攻？,球隊分析,0.9451
106076,Damian Lillard —— 歷史級得分效率,球員焦點,0.945
104772,薪資緊繃的塞爾提克，夏聯掏寶大作戰《前場篇》,球員焦點,0.9449
110302,NBA》僅差一球就超越張伯倫紀錄 Daniel Gafford有多高效？,球員焦點,0.9449
104303,[2023新秀] 不會亮手槍的下世代頂尖控球：Scoot Henderson,球員焦點,0.9448
106527,是什麼讓我遇見這樣的你？－新球季啟動前的雷霆隊導讀,球員焦點,0.9448
108195,紐約的厚實定錨 Michell Robinson成為最佳防守球員的路上,球員焦點,0.9448
109951,LeBron James生涯40000終於達陣！NBA歷史得分王再創新高,球員焦點,0.9448
114447,NBA》成就的模糊地帶 Jrue Holiday會成為名人堂成員嗎？,球員焦點,0.9448
114847,當投籃成為迷因，Jayson Tatum失去了六邊形中最重要的那一邊？,球員焦點,0.9448
110838,NBA》最危險的沈睡者 小牛會是季後賽黑馬嗎？,球隊分析,0.9447
107127,擁有絕對自信 Ron Holland會是明年NBA選秀狀元嗎？,球員焦點,0.9445
111089,《NBA Playoffs》太陽灰狼系列賽前兩戰分析：太陽球員篇,球員焦點,0.9445
108056,後Harden時代更進化 七六人的進攻革命,球隊分析,0.9445
107976,船底漏水中 James Harden造成的快艇損傷,球員焦點,0.9444
